,time,coords_1,coords_2,distance
235,2019-11-05 10:52:02+00:00,,,
236,2019-11-05 10:52:32+00:00,,,
237,2019-11-05 10:53:02+00:00,,,
238,2019-11-05 10:53:32+00:00,,,
239,2019-11-05 10:54:02+00:00,,,
240,2019-11-05 10:54:32+00:00,,,
241,2019-11-05 10:55:02+00:00,,,
242,2019-11-05 10:55:32+00:00,,,
243,2019-11-05 10:56:02+00:00,,,
244,2019-11-05 10:56:32+00:00,,,
245,2019-11-05 10:57:02+00:00,,,
246,2019-11-05 10:57:32+00:00,,,
247,2019-11-05 10:58:02+00:00,,,
248,2019-11-05 10:58:32+00:00,,,
249,2019-11-05 10:59:02+00:00,,,
250,2019-11-05 10:59:32+00:00,,,
251,2019-11-05 11:00:02+00:00,,,
252,2019-11-05 11:00:32+00:00,,,
253,2019-11-05 11:01:02+00:00,,,
254,2019-11-05 11:01:32+00:00,,,
255,2019-11-05 11:02:02+00:00,,,
256,2019-11-05 11:02:32+00:00,,,
257,2019-11-05 11:03:02+00:00,,,
258,2019-11-05 11:03:32+00:00,,,
259,2019-11-05 11:04:02+00:00,,,
260,2019-11-05 11:04:32+00:00,,,
261,2019-11-05 11:05:02+00:00,,,
262,2019-11-05 11:05:32+00:00,,,
263,2019-11-05 11:06:02+00:00,,,
264,2019-11-05 11:06:32+00:00,,,
265,2019-11-05 11:07:02+00:00,,,
266,2019-11-05 11:07:32+00:00,,,
267,2019-11-05 11:08:02+00:00,,,
268,2019-11-05 11:08:32+00:00,,,
269,2019-11-05 11:09:02+00:00,,,
270,2019-11-05 11:09:32+00:00,,,
271,2019-11-05 11:10:02+00:00,,,
272,2019-11-05 11:10:32+00:00,,,
273,2019-11-05 11:11:02+00:00,,,
274,2019-11-05 11:11:32+00:00,,,
275,2019-11-05 11:12:02+00:00,,,
276,2019-11-05 11:12:32+00:00,,,
277,2019-11-05 11:13:02+00:00,,,
278,2019-11-05 11:13:32+00:00,,,
279,2019-11-05 11:14:02+00:00,,,
280,2019-11-05 11:14:32+00:00,,,
281,2019-11-05 11:15:02+00:00,,,
282,2019-11-05 11:15:32+00:00,,,
283,2019-11-05 11:16:02+00:00,,,
284,2019-11-05 11:16:32+00:00,,,
285,2019-11-05 11:17:02+00:00,,,
286,2019-11-05 11:17:32+00:00,,,
287,2019-11-05 11:18:02+00:00,,,
288,2019-11-05 11:18:32+00:00,,,
289,2019-11-05 11:19:02+00:00,,,
290,2019-11-05 11:19:32+00:00,,,
291,2019-11-05 11:20:02+00:00,,,
292,2019-11-05 11:20:32+00:00,,,
293,2019-11-05 11:21:02+00:00,,,
294,2019-11-05 11:21:32+00:00,,,
295,2019-11-05 11:22:02+00:00,,,
296,2019-11-05 11:22:32+00:00,,,
297,2019-11-05 11:23:02+00:00,,,
298,2019-11-05 11:23:32+00:00,,,
299,2019-11-05 11:24:02+00:00,,,
300,2019-11-05 11:24:32+00:00,,,
301,2019-11-05 11:25:02+00:00,,,
302,2019-11-05 11:25:32+00:00,,,
303,2019-11-05 11:26:02+00:00,,,
304,2019-11-05 11:26:32+00:00,,,
305,2019-11-05 11:27:02+00:00,,,
306,2019-11-05 11:27:32+00:00,,,
307,2019-11-05 11:28:02+00:00,,,
308,2019-11-05 11:28:32+00:00,,,
309,2019-11-05 11:29:02+00:00,,,
310,2019-11-05 11:29:32+00:00,,,
311,2019-11-05 11:30:02+00:00,,,
312,2019-11-05 11:30:32+00:00,,,
313,2019-11-05 11:31:02+00:00,,,
314,2019-11-05 11:31:32+00:00,"('52.378851603519905', '4.88585622453752', datetime.datetime(2019, 11, 5, 11, 31, 42, tzinfo=tzutc()))",,
315,2019-11-05 11:32:02+00:00,"('52.378851603519905', '4.88585622453752', datetime.datetime(2019, 11, 5, 11, 31, 42, tzinfo=tzutc()))",,
316,2019-11-05 11:32:32+00:00,"('52.37896949048437', '4.886671616078047', datetime.datetime(2019, 11, 5, 11, 32, 22, tzinfo=tzutc()))",,
317,2019-11-05 11:33:02+00:00,"('52.37865403296082', '4.886413945242339', datetime.datetime(2019, 11, 5, 11, 32, 49, tzinfo=tzutc()))",,
318,2019-11-05 11:33:32+00:00,"('52.37818902922923', '4.8859955206360155', datetime.datetime(2019, 11, 5, 11, 33, 31, tzinfo=tzutc()))",,
319,2019-11-05 11:34:02+00:00,"('52.377992547307656', '4.886435402914458', datetime.datetime(2019, 11, 5, 11, 33, 57, tzinfo=tzutc()))",,
320,2019-11-05 11:34:32+00:00,"('52.37776986673966', '4.8871435060943895', datetime.datetime(2019, 11, 5, 11, 34, 35, tzinfo=tzutc()))",,
321,2019-11-05 11:35:02+00:00,"('52.37776986673966', '4.8871435060943895', datetime.datetime(2019, 11, 5, 11, 34, 35, tzinfo=tzutc()))",,
322,2019-11-05 11:35:32+00:00,"('52.37756683347839', '4.887797965094023', datetime.datetime(2019, 11, 5, 11, 35, 10, tzinfo=tzutc()))",,
323,2019-11-05 11:36:02+00:00,"('52.37738999729672', '4.888248576208525', datetime.datetime(2019, 11, 5, 11, 35, 35, tzinfo=tzutc()))",,
324,2019-11-05 11:36:32+00:00,"('52.377101818298165', '4.88913906960147', datetime.datetime(2019, 11, 5, 11, 36, 23, tzinfo=tzutc()))",,
325,2019-11-05 11:37:02+00:00,"('52.376926471115524', '4.8896301538839', datetime.datetime(2019, 11, 5, 11, 36, 50, tzinfo=tzutc()))",,
326,2019-11-05 11:37:32+00:00,"('52.3766251898645', '4.890263155211414', datetime.datetime(2019, 11, 5, 11, 37, 28, tzinfo=tzutc()))",,
327,2019-11-05 11:38:02+00:00,"('52.37644834991206', '4.890713766325916', datetime.datetime(2019, 11, 5, 11, 37, 53, tzinfo=tzutc()))",,
328,2019-11-05 11:38:32+00:00,"('52.376218566059784', '4.891491517555096', datetime.datetime(2019, 11, 5, 11, 38, 34, tzinfo=tzutc()))",,
329,2019-11-05 11:39:02+00:00,"('52.376218566059784', '4.891491517555096', datetime.datetime(2019, 11, 5, 11, 38, 34, tzinfo=tzutc()))",,
330,2019-11-05 11:39:32+00:00,"('52.376743082772734', '4.892060235251392', datetime.datetime(2019, 11, 5, 11, 39, 23, tzinfo=tzutc()))",,
331,2019-11-05 11:40:02+00:00,"('52.37693302068509', '4.892403558005299', datetime.datetime(2019, 11, 5, 11, 39, 45, tzinfo=tzutc()))",,
332,2019-11-05 11:40:32+00:00,"('52.37671033477424', '4.893390610922779', datetime.datetime(2019, 11, 5, 11, 40, 36, tzinfo=tzutc()))",,
333,2019-11-05 11:41:02+00:00,"('52.37671033477424', '4.893390610922779', datetime.datetime(2019, 11, 5, 11, 40, 36, tzinfo=tzutc()))",,
334,2019-11-05 11:41:32+00:00,"('52.377175354076876', '4.89410944293877', datetime.datetime(2019, 11, 5, 11, 41, 26, tzinfo=tzutc()))",,
335,2019-11-05 11:42:02+00:00,"('52.37745043361279', '4.8947317154302254', datetime.datetime(2019, 11, 5, 11, 42, 3, tzinfo=tzutc()))",,
336,2019-11-05 11:42:32+00:00,"('52.37745043361279', '4.8947317154302254', datetime.datetime(2019, 11, 5, 11, 42, 3, tzinfo=tzutc()))",,
337,2019-11-05 11:43:02+00:00,"('52.37775170923366', '4.895643666495289', datetime.datetime(2019, 11, 5, 11, 42, 53, tzinfo=tzutc()))",,
338,2019-11-05 11:43:32+00:00,"('52.378093780240995', '4.896748736609425', datetime.datetime(2019, 11, 5, 11, 43, 53, tzinfo=tzutc()))",,
339,2019-11-05 11:44:02+00:00,"('52.378093780240995', '4.896748736609425', datetime.datetime(2019, 11, 5, 11, 43, 53, tzinfo=tzutc()))",,
340,2019-11-05 11:44:32+00:00,"('52.378604630247594', '4.897499755133595', datetime.datetime(2019, 11, 5, 11, 44, 47, tzinfo=tzutc()))",,
341,2019-11-05 11:45:02+00:00,"('52.378604630247594', '4.897499755133595', datetime.datetime(2019, 11, 5, 11, 44, 47, tzinfo=tzutc()))",,
342,2019-11-05 11:45:32+00:00,"('52.37899758776969', '4.8980254681005135', datetime.datetime(2019, 11, 5, 11, 45, 27, tzinfo=tzutc()))",,
343,2019-11-05 11:46:02+00:00,,,
344,2019-11-05 11:46:32+00:00,,,
345,2019-11-05 11:47:02+00:00,"('52.379129359927155', '4.900267124176025', datetime.datetime(2019, 11, 5, 11, 47, 16, tzinfo=tzutc()))",,
346,2019-11-05 11:47:32+00:00,"('52.379129359927155', '4.900267124176025', datetime.datetime(2019, 11, 5, 11, 47, 16, tzinfo=tzutc()))",,
347,2019-11-05 11:48:02+00:00,"('52.37850065973672', '4.899757194639392', datetime.datetime(2019, 11, 5, 11, 48, 11, tzinfo=tzutc()))",,
348,2019-11-05 11:48:32+00:00,"('52.37850065973672', '4.899757194639392', datetime.datetime(2019, 11, 5, 11, 48, 11, tzinfo=tzutc()))",,
349,2019-11-05 11:49:02+00:00,"('52.378107697792494', '4.89956407559032', datetime.datetime(2019, 11, 5, 11, 48, 43, tzinfo=tzutc()))",,
350,2019-11-05 11:49:32+00:00,"('52.37758374309379', '4.898888158918567', datetime.datetime(2019, 11, 5, 11, 49, 35, tzinfo=tzutc()))",,
351,2019-11-05 11:50:02+00:00,"('52.37758374309379', '4.898888158918567', datetime.datetime(2019, 11, 5, 11, 49, 35, tzinfo=tzutc()))",,
352,2019-11-05 11:50:32+00:00,"('52.37689604311721', '4.898405361295886', datetime.datetime(2019, 11, 5, 11, 50, 34, tzinfo=tzutc()))",,
353,2019-11-05 11:51:02+00:00,"('52.37689604311721', '4.898405361295886', datetime.datetime(2019, 11, 5, 11, 50, 34, tzinfo=tzutc()))",,
354,2019-11-05 11:51:32+00:00,"('52.376706105045784', '4.899531889082141', datetime.datetime(2019, 11, 5, 11, 51, 30, tzinfo=tzutc()))",,
355,2019-11-05 11:52:02+00:00,"('52.37639827264344', '4.8999395848524046', datetime.datetime(2019, 11, 5, 11, 52, 1, tzinfo=tzutc()))",,
356,2019-11-05 11:52:32+00:00,"('52.37604459021304', '4.900368738294787', datetime.datetime(2019, 11, 5, 11, 52, 35, tzinfo=tzutc()))",,
357,2019-11-05 11:53:02+00:00,"('52.37604459021304', '4.900368738294787', datetime.datetime(2019, 11, 5, 11, 52, 35, tzinfo=tzutc()))",,
358,2019-11-05 11:53:32+00:00,"('52.375481312346416', '4.899843025327868', datetime.datetime(2019, 11, 5, 11, 53, 26, tzinfo=tzutc()))",,
359,2019-11-05 11:54:02+00:00,"('52.374845978689194', '4.899220752836413', datetime.datetime(2019, 11, 5, 11, 54, 24, tzinfo=tzutc()))",,
360,2019-11-05 11:54:32+00:00,"('52.374845978689194', '4.899220752836413', datetime.datetime(2019, 11, 5, 11, 54, 24, tzinfo=tzutc()))",,
361,2019-11-05 11:55:02+00:00,,,
362,2019-11-05 11:55:32+00:00,"('52.373993300155696', '4.8983671889839115', datetime.datetime(2019, 11, 5, 11, 55, 43, tzinfo=tzutc()))",,
363,2019-11-05 11:56:02+00:00,"('52.373993300155696', '4.8983671889839115', datetime.datetime(2019, 11, 5, 11, 55, 43, tzinfo=tzutc()))",,
364,2019-11-05 11:56:32+00:00,"('52.37342344603656', '4.897573255115503', datetime.datetime(2019, 11, 5, 11, 56, 42, tzinfo=tzutc()))",,
365,2019-11-05 11:57:02+00:00,"('52.37342344603656', '4.897573255115503', datetime.datetime(2019, 11, 5, 11, 56, 42, tzinfo=tzutc()))",,
366,2019-11-05 11:57:32+00:00,"('52.37303043891181', '4.897015355640406', datetime.datetime(2019, 11, 5, 11, 57, 23, tzinfo=tzutc()))",,
367,2019-11-05 11:58:02+00:00,"('52.37249332351904', '4.89640381198501', datetime.datetime(2019, 11, 5, 11, 58, 14, tzinfo=tzutc()))",,
368,2019-11-05 11:58:32+00:00,"('52.37249332351904', '4.89640381198501', datetime.datetime(2019, 11, 5, 11, 58, 14, tzinfo=tzutc()))",,
369,2019-11-05 11:59:02+00:00,"('52.37222476337321', '4.896028302722925', datetime.datetime(2019, 11, 5, 11, 58, 42, tzinfo=tzutc()))",,
370,2019-11-05 11:59:32+00:00,"('52.37169418852917', '4.895384572559351', datetime.datetime(2019, 11, 5, 11, 59, 34, tzinfo=tzutc()))",,
371,2019-11-05 12:00:02+00:00,"('52.37169418852917', '4.895384572559351', datetime.datetime(2019, 11, 5, 11, 59, 34, tzinfo=tzutc()))",,
372,2019-11-05 12:00:32+00:00,"('52.371347018823656', '4.895019792133326', datetime.datetime(2019, 11, 5, 12, 0, 6, tzinfo=tzutc()))",,
373,2019-11-05 12:01:02+00:00,"('52.37081643343566', '4.894601367527002', datetime.datetime(2019, 11, 5, 12, 0, 52, tzinfo=tzutc()))",,
374,2019-11-05 12:01:32+00:00,"('52.37038409988855', '4.8943975196418705', datetime.datetime(2019, 11, 5, 12, 1, 27, tzinfo=tzutc()))",,
375,2019-11-05 12:02:02+00:00,"('52.3699583127138', '4.894290231281275', datetime.datetime(2019, 11, 5, 12, 2, 1, tzinfo=tzutc()))",,
376,2019-11-05 12:02:32+00:00,"('52.36937530515564', '4.894129298740381', datetime.datetime(2019, 11, 5, 12, 2, 47, tzinfo=tzutc()))",,
377,2019-11-05 12:03:02+00:00,"('52.36937530515564', '4.894129298740381', datetime.datetime(2019, 11, 5, 12, 2, 47, tzinfo=tzutc()))",,
378,2019-11-05 12:03:32+00:00,"('52.36925084187123', '4.894891046100611', datetime.datetime(2019, 11, 5, 12, 3, 25, tzinfo=tzutc()))",,
379,2019-11-05 12:04:02+00:00,"('52.3687857391257', '4.894976876789087', datetime.datetime(2019, 11, 5, 12, 4, 2, tzinfo=tzutc()))",,
380,2019-11-05 12:04:32+00:00,"('52.36853680888382', '4.896049760395044', datetime.datetime(2019, 11, 5, 12, 4, 57, tzinfo=tzutc()))",,
381,2019-11-05 12:05:02+00:00,"('52.36853680888382', '4.896049760395044', datetime.datetime(2019, 11, 5, 12, 4, 57, tzinfo=tzutc()))",,
382,2019-11-05 12:05:32+00:00,"('52.36917223330038', '4.896693490558619', datetime.datetime(2019, 11, 5, 12, 5, 56, tzinfo=tzutc()))",,
383,2019-11-05 12:06:02+00:00,"('52.36917223330038', '4.896693490558619', datetime.datetime(2019, 11, 5, 12, 5, 56, tzinfo=tzutc()))",,
384,2019-11-05 12:06:32+00:00,"('52.36971593971966', '4.897208474689478', datetime.datetime(2019, 11, 5, 12, 6, 45, tzinfo=tzutc()))",,
385,2019-11-05 12:07:02+00:00,"('52.36971593971966', '4.897208474689478', datetime.datetime(2019, 11, 5, 12, 6, 45, tzinfo=tzutc()))",,
386,2019-11-05 12:07:32+00:00,"('52.37042340311314', '4.897927306705469', datetime.datetime(2019, 11, 5, 12, 7, 51, tzinfo=tzutc()))",,
387,2019-11-05 12:08:02+00:00,"('52.37042340311314', '4.897927306705469', datetime.datetime(2019, 11, 5, 12, 7, 51, tzinfo=tzutc()))",,
388,2019-11-05 12:08:32+00:00,"('52.37094089230871', '4.898453019672388', datetime.datetime(2019, 11, 5, 12, 8, 39, tzinfo=tzutc()))",,
389,2019-11-05 12:09:02+00:00,"('52.37094089230871', '4.898453019672388', datetime.datetime(2019, 11, 5, 12, 8, 39, tzinfo=tzutc()))",,
390,2019-11-05 12:09:32+00:00,"('52.37151077845871', '4.898957274967188', datetime.datetime(2019, 11, 5, 12, 9, 30, tzinfo=tzutc()))",,
391,2019-11-05 12:10:02+00:00,,,
392,2019-11-05 12:10:32+00:00,"('52.37222476337321', '4.899547360950464', datetime.datetime(2019, 11, 5, 12, 10, 33, tzinfo=tzutc()))",,
393,2019-11-05 12:11:02+00:00,"('52.37222476337321', '4.899547360950464', datetime.datetime(2019, 11, 5, 12, 10, 33, tzinfo=tzutc()))",,
394,2019-11-05 12:11:32+00:00,"('52.37173349058805', '4.8997404799995365', datetime.datetime(2019, 11, 5, 12, 11, 39, tzinfo=tzutc()))",,
395,2019-11-05 12:12:02+00:00,"('52.37173349058805', '4.8997404799995365', datetime.datetime(2019, 11, 5, 12, 11, 39, tzinfo=tzutc()))",,
396,2019-11-05 12:12:32+00:00,"('52.371274964391866', '4.899246953540796', datetime.datetime(2019, 11, 5, 12, 12, 22, tzinfo=tzutc()))",,
397,2019-11-05 12:13:02+00:00,"('52.370705075199346', '4.898678325229639', datetime.datetime(2019, 11, 5, 12, 13, 14, tzinfo=tzutc()))",,
398,2019-11-05 12:13:32+00:00,"('52.370705075199346', '4.898678325229639', datetime.datetime(2019, 11, 5, 12, 13, 14, tzinfo=tzutc()))",,
399,2019-11-05 12:14:02+00:00,"('52.370220336076294', '4.898270629459375', datetime.datetime(2019, 11, 5, 12, 13, 57, tzinfo=tzutc()))",,
400,2019-11-05 12:14:32+00:00,"('52.36962763830931', '4.897755645328516', datetime.datetime(2019, 11, 5, 12, 14, 50, tzinfo=tzutc()))",,
401,2019-11-05 12:15:02+00:00,"('52.36962763830931', '4.897755645328516', datetime.datetime(2019, 11, 5, 12, 14, 50, tzinfo=tzutc()))",,
402,2019-11-05 12:15:32+00:00,"('52.36909703226753', '4.897229932361597', datetime.datetime(2019, 11, 5, 12, 15, 39, tzinfo=tzutc()))",,
403,2019-11-05 12:16:02+00:00,"('52.36909703226753', '4.897229932361597', datetime.datetime(2019, 11, 5, 12, 15, 39, tzinfo=tzutc()))",,
404,2019-11-05 12:16:32+00:00,"('52.368728566891335', '4.896874551780002', datetime.datetime(2019, 11, 5, 12, 16, 12, tzinfo=tzutc()))",,
405,2019-11-05 12:17:02+00:00,"('52.36829621290873', '4.896531229026095', datetime.datetime(2019, 11, 5, 12, 16, 50, tzinfo=tzutc()))",,
406,2019-11-05 12:17:32+00:00,"('52.368505839610606', '4.896048431403415', datetime.datetime(2019, 11, 5, 12, 17, 18, tzinfo=tzutc()))",,
407,2019-11-05 12:18:02+00:00,"('52.368072853227595', '4.8954176902771', datetime.datetime(2019, 11, 5, 12, 18, 4, tzinfo=tzutc()))",,
408,2019-11-05 12:18:32+00:00,"('52.368072853227595', '4.8954176902771', datetime.datetime(2019, 11, 5, 12, 18, 4, tzinfo=tzutc()))",,
409,2019-11-05 12:19:02+00:00,,,
410,2019-11-05 12:19:32+00:00,,,
411,2019-11-05 12:20:02+00:00,,,
412,2019-11-05 12:20:32+00:00,,,
413,2019-11-05 12:21:02+00:00,,,
414,2019-11-05 12:21:32+00:00,,,
415,2019-11-05 12:22:02+00:00,,,
416,2019-11-05 12:22:32+00:00,,,
417,2019-11-05 12:23:02+00:00,,,
418,2019-11-05 12:23:32+00:00,,,
419,2019-11-05 12:24:02+00:00,,,
420,2019-11-05 12:24:32+00:00,,,
421,2019-11-05 12:25:02+00:00,,,
422,2019-11-05 12:25:32+00:00,,,
423,2019-11-05 12:26:02+00:00,,,
424,2019-11-05 12:26:32+00:00,,,
425,2019-11-05 12:27:02+00:00,,,
426,2019-11-05 12:27:32+00:00,,,
427,2019-11-05 12:28:02+00:00,,,
428,2019-11-05 12:28:32+00:00,,,
429,2019-11-05 12:29:02+00:00,,,
430,2019-11-05 12:29:32+00:00,,,
431,2019-11-05 12:30:02+00:00,,,
432,2019-11-05 12:30:32+00:00,,,
433,2019-11-05 12:31:02+00:00,,,
434,2019-11-05 12:31:32+00:00,,,
435,2019-11-05 12:32:02+00:00,,,
436,2019-11-05 12:32:32+00:00,,,
437,2019-11-05 12:33:02+00:00,,,
438,2019-11-05 12:33:32+00:00,,,
439,2019-11-05 12:34:02+00:00,,,
440,2019-11-05 12:34:32+00:00,,,
441,2019-11-05 12:35:02+00:00,,,
442,2019-11-05 12:35:32+00:00,,,
443,2019-11-05 12:36:02+00:00,,,
444,2019-11-05 12:36:32+00:00,,,
445,2019-11-05 12:37:02+00:00,,,
446,2019-11-05 12:37:32+00:00,,,
447,2019-11-05 12:38:02+00:00,,,
448,2019-11-05 12:38:32+00:00,,,
449,2019-11-05 12:39:02+00:00,,,
450,2019-11-05 12:39:32+00:00,,,
451,2019-11-05 12:40:02+00:00,,,
452,2019-11-05 12:40:32+00:00,,,
453,2019-11-05 12:41:02+00:00,,,
454,2019-11-05 12:41:32+00:00,,,
455,2019-11-05 12:42:02+00:00,,,
456,2019-11-05 12:42:32+00:00,,,
457,2019-11-05 12:43:02+00:00,,,
458,2019-11-05 12:43:32+00:00,,,
459,2019-11-05 12:44:02+00:00,,,
460,2019-11-05 12:44:32+00:00,,,
461,2019-11-05 12:45:02+00:00,,,
462,2019-11-05 12:45:32+00:00,,,
463,2019-11-05 12:46:02+00:00,,,
464,2019-11-05 12:46:32+00:00,,,
465,2019-11-05 12:47:02+00:00,,,
466,2019-11-05 12:47:32+00:00,,,
467,2019-11-05 12:48:02+00:00,,,
468,2019-11-05 12:48:32+00:00,,,
469,2019-11-05 12:49:02+00:00,,,
470,2019-11-05 12:49:32+00:00,,,
471,2019-11-05 12:50:02+00:00,,,
472,2019-11-05 12:50:32+00:00,,,
473,2019-11-05 12:51:02+00:00,,,
474,2019-11-05 12:51:32+00:00,,,
475,2019-11-05 12:52:02+00:00,,,
476,2019-11-05 12:52:32+00:00,,,
477,2019-11-05 12:53:02+00:00,,,
478,2019-11-05 12:53:32+00:00,,,
479,2019-11-05 12:54:02+00:00,,,
480,2019-11-05 12:54:32+00:00,,,
481,2019-11-05 12:55:02+00:00,,,
482,2019-11-05 12:55:32+00:00,,,
483,2019-11-05 12:56:02+00:00,,,
484,2019-11-05 12:56:32+00:00,,,
485,2019-11-05 12:57:02+00:00,,,
486,2019-11-05 12:57:32+00:00,,,
487,2019-11-05 12:58:02+00:00,,,
488,2019-11-05 12:58:32+00:00,,,
489,2019-11-05 12:59:02+00:00,,,
490,2019-11-05 12:59:32+00:00,,,
491,2019-11-05 13:00:02+00:00,,,
492,2019-11-05 13:00:32+00:00,,,
493,2019-11-05 13:01:02+00:00,,,
494,2019-11-05 13:01:32+00:00,,,
495,2019-11-05 13:02:02+00:00,,,
496,2019-11-05 13:02:32+00:00,,,
497,2019-11-05 13:03:02+00:00,,,
498,2019-11-05 13:03:32+00:00,,,
499,2019-11-05 13:04:02+00:00,,,
500,2019-11-05 13:04:32+00:00,,,
501,2019-11-05 13:05:02+00:00,,,
502,2019-11-05 13:05:32+00:00,,,
503,2019-11-05 13:06:02+00:00,,,
504,2019-11-05 13:06:32+00:00,,,
505,2019-11-05 13:07:02+00:00,,,
506,2019-11-05 13:07:32+00:00,,,
507,2019-11-05 13:08:02+00:00,,,
508,2019-11-05 13:08:32+00:00,,,
509,2019-11-05 13:09:02+00:00,,,
510,2019-11-05 13:09:32+00:00,,,
511,2019-11-05 13:10:02+00:00,,,
512,2019-11-05 13:10:32+00:00,,,
513,2019-11-05 13:11:02+00:00,,,
514,2019-11-05 13:11:32+00:00,,,
515,2019-11-05 13:12:02+00:00,,,
516,2019-11-05 13:12:32+00:00,,,
517,2019-11-05 13:13:02+00:00,,,
518,2019-11-05 13:13:32+00:00,,,
519,2019-11-05 13:14:02+00:00,,,
520,2019-11-05 13:14:32+00:00,,,
521,2019-11-05 13:15:02+00:00,,,
522,2019-11-05 13:15:32+00:00,,,
523,2019-11-05 13:16:02+00:00,,,
524,2019-11-05 13:16:32+00:00,,,
525,2019-11-05 13:17:02+00:00,,,
526,2019-11-05 13:17:32+00:00,,,
527,2019-11-05 13:18:02+00:00,,,
528,2019-11-05 13:18:32+00:00,,,
529,2019-11-05 13:19:02+00:00,,,
530,2019-11-05 13:19:32+00:00,,,
531,2019-11-05 13:20:02+00:00,,,
532,2019-11-05 13:20:32+00:00,,,
533,2019-11-05 13:21:02+00:00,,,
534,2019-11-05 13:21:32+00:00,,,
535,2019-11-05 13:22:02+00:00,,,
536,2019-11-05 13:22:32+00:00,,,
537,2019-11-05 13:23:02+00:00,,,
538,2019-11-05 13:23:32+00:00,,,
539,2019-11-05 13:24:02+00:00,,,
540,2019-11-05 13:24:32+00:00,,,
541,2019-11-05 13:25:02+00:00,,,
542,2019-11-05 13:25:32+00:00,,,
543,2019-11-05 13:26:02+00:00,,,
544,2019-11-05 13:26:32+00:00,,,
545,2019-11-05 13:27:02+00:00,,,
546,2019-11-05 13:27:32+00:00,,,
547,2019-11-05 13:28:02+00:00,,,
548,2019-11-05 13:28:32+00:00,,,
549,2019-11-05 13:29:02+00:00,,,
550,2019-11-05 13:29:32+00:00,,,
551,2019-11-05 13:30:02+00:00,,,
552,2019-11-05 13:30:32+00:00,,,
553,2019-11-05 13:31:02+00:00,,,
554,2019-11-05 13:31:32+00:00,,,
555,2019-11-05 13:32:02+00:00,,,
556,2019-11-05 13:32:32+00:00,,,
557,2019-11-05 13:33:02+00:00,,,
558,2019-11-05 13:33:32+00:00,,,
559,2019-11-05 13:34:02+00:00,,,
560,2019-11-05 13:34:32+00:00,,,
561,2019-11-05 13:35:02+00:00,,,
562,2019-11-05 13:35:32+00:00,,,
563,2019-11-05 13:36:02+00:00,,,
564,2019-11-05 13:36:32+00:00,,,
565,2019-11-05 13:37:02+00:00,,,
566,2019-11-05 13:37:32+00:00,,,
567,2019-11-05 13:38:02+00:00,,,
568,2019-11-05 13:38:32+00:00,,,
569,2019-11-05 13:39:02+00:00,,,
570,2019-11-05 13:39:32+00:00,,,
571,2019-11-05 13:40:02+00:00,,,
572,2019-11-05 13:40:32+00:00,,,
573,2019-11-05 13:41:02+00:00,,,
574,2019-11-05 13:41:32+00:00,,,
575,2019-11-05 13:42:02+00:00,,,
576,2019-11-05 13:42:32+00:00,,,
577,2019-11-05 13:43:02+00:00,,,
578,2019-11-05 13:43:32+00:00,,,
579,2019-11-05 13:44:02+00:00,,,
580,2019-11-05 13:44:32+00:00,,,
581,2019-11-05 13:45:02+00:00,,,
582,2019-11-05 13:45:32+00:00,,,
583,2019-11-05 13:46:02+00:00,,,
584,2019-11-05 13:46:32+00:00,,,
585,2019-11-05 13:47:02+00:00,,,
586,2019-11-05 13:47:32+00:00,,,
587,2019-11-05 13:48:02+00:00,,,
588,2019-11-05 13:48:32+00:00,,,
589,2019-11-05 13:49:02+00:00,,,
590,2019-11-05 13:49:32+00:00,,,
591,2019-11-05 13:50:02+00:00,,,
592,2019-11-05 13:50:32+00:00,,,
593,2019-11-05 13:51:02+00:00,,,
594,2019-11-05 13:51:32+00:00,,,
595,2019-11-05 13:52:02+00:00,,,
596,2019-11-05 13:52:32+00:00,,,
597,2019-11-05 13:53:02+00:00,,,
598,2019-11-05 13:53:32+00:00,,,
599,2019-11-05 13:54:02+00:00,,,
600,2019-11-05 13:54:32+00:00,,,
601,2019-11-05 13:55:02+00:00,,,
602,2019-11-05 13:55:32+00:00,,,
603,2019-11-05 13:56:02+00:00,,,
604,2019-11-05 13:56:32+00:00,,,
605,2019-11-05 13:57:02+00:00,,,
606,2019-11-05 13:57:32+00:00,,,
607,2019-11-05 13:58:02+00:00,,,
